-0.08082,0.11036,0.82335,0.93056
0.029022,-0.018676,0.63284,2.069
0.08901,0.13283,0.11187,3.1829
-0.10972,-0.045468,0.34031,3.984
0.070027,0.16133,0.78907,4.9099
-0.13301,-0.02281,0.8099,5.8687
0.020616,0.047514,0.61892,7.0156
-0.069183,0.055756,0.38258,7.9818
-0.18395,0.20076,0.98971,9.0087
-0.024679,0.10837,0.8192,10.057
0.015727,0.19067,0.022888,11.256
-0.0091362,0.095579,0.40858,12.026
-0.032034,0.039496,0.64453,12.846
-0.15063,0.057469,0.02154,13.898
0.12652,0.19122,0.087527,15.045
0.03513,0.065216,0.60268,15.892
0.25633,0.18238,0.58341,16.944
0.045026,0.20575,0.35735,18.126
0.17271,0.2555,0.73913,19.083
0.16168,0.13179,0.17661,19.889
0.24183,0.2215,0.38431,20.877
-0.0044983,0.31508,1.0599,21.988
0.17262,0.1614,-0.02138,23.216
0.080732,0.17011,0.92478,24.011
0.14788,0.21549,0.32466,25.09
0.060769,0.11173,0.92434,26.069
0.097152,0.26825,0.99286,27.068
0.2725,0.29761,0.035585,28.042
0.034015,0.38665,0.61303,29.071
0.31508,0.20464,0.64696,29.962
0.19429,0.028968,0.74929,30.962
0.14533,0.19159,0.65921,32.019
0.24645,0.17776,0.34691,32.939
0.30033,0.14999,0.14884,33.886
0.30405,0.34707,0.5686,34.875
0.22841,0.20954,-0.016462,36.019
0.31001,0.036911,0.48829,37.043
0.34503,0.21975,0.95279,38.042
0.4109,0.16035,0.86926,38.843
0.368,0.20246,0.85437,39.901
0.21607,-0.034457,0.62276,41.126
0.36496,0.050573,0.78446,41.972
0.38147,0.24219,0.71383,43.067
0.25267,0.072888,-0.013164,43.949
0.3147,0.26638,0.93536,44.922
0.63118,0.16824,0.154,46.039
0.51107,0.1021,0.92758,47.127
0.51433,-0.052954,0.56381,48.136
0.36523,0.038215,0.7435,48.935
0.65968,-0.037204,0.48669,50.059
0.48603,-0.14743,0.3837,51.2
0.55854,-0.14447,0.89172,52.055
0.37366,0.034615,0.67406,52.997
0.50741,-0.018262,0.43867,53.954
0.44291,-0.12275,0.69332,54.837
0.50245,-0.13369,0.54114,56.186
0.33362,-0.16594,0.0095196,57.186
0.54985,-0.10675,-0.084668,58.087
0.52292,-0.038489,0.91375,59.028
0.68443,-0.11714,0.45948,59.979
0.57503,-0.15994,0.82391,60.988
0.7033,-0.28288,0.63406,61.952
0.62519,-0.25968,0.2995,63.042
0.75026,-0.30576,0.34036,64.022
0.44647,-0.25303,0.63951,64.801
0.7008,-0.2399,-0.020975,65.952
0.60939,-0.26758,0.76857,67.012
0.47372,-0.51857,0.0050978,68.062
0.58411,-0.35918,1.0282,69.049
0.55391,-0.47256,0.73708,69.859
0.58017,-0.38115,0.291,70.942
0.57176,-0.5109,0.79687,72.074
0.52804,-0.36013,0.43234,72.797
0.4713,-0.40967,0.80337,73.91
0.50078,-0.41555,0.64042,75.084
0.42793,-0.63456,0.081875,76.018
0.35699,-0.36618,0.75799,77.091
0.38353,-0.48249,0.66516,77.99
0.6048,-0.63153,0.31069,78.967
0.50406,-0.62821,0.29851,80.02
0.56903,-0.56929,0.077838,81.052
0.46465,-0.59624,0.25741,82.015
0.31652,-0.73243,0.68386,82.934
0.44072,-0.75998,0.53214,83.893
0.45688,-0.68828,0.21896,85.056
0.31986,-0.59332,0.19453,86.025
0.39986,-0.63232,0.84464,86.922
0.40586,-0.89789,0.30596,87.94
