1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.775233557714744892e-01
1.000000000000000000e+00,1.005025125628140718e-02,1.010075503143859971e-04,1.015151259441065456e-06,1.020252522051322021e-08,7.711780137084359721e-01
1.000000000000000000e+00,2.010050251256281437e-02,4.040302012575439886e-04,8.121210075528523652e-06,1.632404035282115234e-07,6.083635419053431415e-01
1.000000000000000000e+00,3.015075376884421982e-02,9.090679528294739065e-04,2.740908400490876034e-05,8.264045428615706799e-07,5.240521804645446036e-01
1.000000000000000000e+00,4.020100502512562873e-02,1.616120805030175954e-03,6.496968060422818921e-05,2.611846456451384374e-06,1.162415676265687203e+00
1.000000000000000000e+00,5.025125628140703765e-02,2.525188757859650295e-03,1.268939074301331975e-04,6.376578262820763269e-06,8.638938578077007824e-01
1.000000000000000000e+00,6.030150753768843963e-02,3.636271811317895626e-03,2.192726720392700827e-04,1.322247268578513088e-05,1.939984175987759851e+00
1.000000000000000000e+00,7.035175879396984855e-02,4.949369965404914334e-03,3.481968819882854099e-04,2.449626305445223810e-05,1.497157081447432869e+00
1.000000000000000000e+00,8.040201005025125747e-02,6.464483220120703817e-03,5.197574448338255137e-04,4.178954330322214998e-05,9.353552721611763099e-01
1.000000000000000000e+00,9.045226130653266639e-02,8.181611575465265809e-03,7.400452681325367290e-04,6.693876797178723937e-05,1.197663899920474506e+00
1.000000000000000000e+00,1.005025125628140753e-01,1.010075503143860118e-02,1.015151259441065580e-03,1.020252522051322123e-04,1.037604485678726318e+00
1.000000000000000000e+00,1.105527638190954842e-01,1.222191358804070732e-02,1.351166326316058158e-03,1.493751717535340691e-04,1.174918787484296567e+00
1.000000000000000000e+00,1.206030150753768793e-01,1.454508724527158250e-02,1.754181376314160662e-03,2.115595629725620941e-04,1.815484125741512855e+00
1.000000000000000000e+00,1.306532663316583021e-01,1.707027600313123714e-02,2.230287316992021242e-03,2.913943228230781606e-04,5.778140621466199001e-01
1.000000000000000000e+00,1.407035175879396971e-01,1.979747986161965734e-02,2.785575055906283279e-03,3.919402088712358096e-04,1.372757729247574332e+00
1.000000000000000000e+00,1.507537688442211199e-01,2.272669882073685352e-02,3.426135500613596441e-03,5.165028392884818756e-04,1.211354008809030214e+00
1.000000000000000000e+00,1.608040201005025149e-01,2.585793288048281527e-02,4.158059558670604110e-03,6.686326928515543997e-04,9.716582531867482553e-01
1.000000000000000000e+00,1.708542713567839100e-01,2.919118204085754953e-02,4.987438137633953134e-03,8.521251089424843918e-04,1.116162890992531853e+00
1.000000000000000000e+00,1.809045226130653328e-01,3.272644630186106324e-02,5.920362145060293832e-03,1.071020287548595830e-03,1.467917384375993395e+00
1.000000000000000000e+00,1.909547738693467278e-01,3.646372566349334599e-02,6.962922488506266550e-03,1.329603289262503004e-03,1.522925248389376263e+00
1.000000000000000000e+00,2.010050251256281506e-01,4.040302012575440471e-02,8.121210075528524641e-03,1.632404035282115397e-03,2.116506620692893748e+00
1.000000000000000000e+00,2.110552763819095456e-01,4.454432968864422554e-02,9.401315813683705849e-03,1.984197307410631283e-03,5.825599113428149289e-01
1.000000000000000000e+00,2.211055276381909684e-01,4.888765435216282929e-02,1.080933061052846526e-02,2.390002748056545105e-03,-4.148990613383122250e-01
1.000000000000000000e+00,2.311557788944723635e-01,5.343299411631019513e-02,1.235134537361944236e-02,2.855084860233639884e-03,5.963890263659197277e-01
1.000000000000000000e+00,2.412060301507537585e-01,5.818034898108633002e-02,1.403345101051328529e-02,3.384953007560993505e-03,1.372748874094254390e+00
1.000000000000000000e+00,2.512562814070351536e-01,6.312971894649123394e-02,1.586173842876664047e-02,3.985361414262975251e-03,4.391030120468511488e-01
1.000000000000000000e+00,2.613065326633166041e-01,6.828110401252494854e-02,1.784229853593616993e-02,4.662309165169250570e-03,6.303961714885439882e-01
1.000000000000000000e+00,2.713567839195979992e-01,7.363450417918740443e-02,1.998122223957849233e-02,5.422040205714766768e-03,6.796697447602504383e-01
1.000000000000000000e+00,2.814070351758793942e-01,7.918991944647862935e-02,2.228460044725026623e-02,6.271043341939772954e-03,1.191893802906204947e+00
1.000000000000000000e+00,2.914572864321607892e-01,8.494734981439862331e-02,2.475852406650813978e-02,7.216052240489809200e-03,1.939224180384700347e+00
1.000000000000000000e+00,3.015075376884422398e-01,9.090679528294741407e-02,2.740908400490877153e-02,8.264045428615710009e-03,1.002864786732951874e+00
1.000000000000000000e+00,3.115577889447236348e-01,9.706825585212495999e-02,3.024237117000878189e-02,9.422246294173590442e-03,1.557906940059778478e+00
1.000000000000000000e+00,3.216080402010050299e-01,1.034317315219312611e-01,3.326447646936483288e-02,1.069812308562487040e-02,1.519082278891991766e+00
1.000000000000000000e+00,3.316582914572864249e-01,1.099972222923663451e-01,3.648149081053356224e-02,1.209938891203625640e-02,1.051085332225266011e+00
1.000000000000000000e+00,3.417085427135678199e-01,1.167647281634301981e-01,3.989950510107162507e-02,1.363400174307975027e-02,8.650485334933443182e-01
1.000000000000000000e+00,3.517587939698492705e-01,1.237342491351228618e-01,4.352461024853568339e-02,1.531016440903265434e-02,5.956703135127207061e-01
1.000000000000000000e+00,3.618090452261306655e-01,1.309057852074442529e-01,4.736289716048235066e-02,1.713632460077753328e-02,-2.658707019993911125e-02
1.000000000000000000e+00,3.718592964824120606e-01,1.382793363803944409e-01,5.142045674446828196e-02,1.912117486980227654e-02,5.491135940465652343e-01
1.000000000000000000e+00,3.819095477386934556e-01,1.458549026539733839e-01,5.570337990805013240e-02,2.127365262820004807e-02,8.890790618478303653e-01
1.000000000000000000e+00,3.919597989949749062e-01,1.536324840281811377e-01,6.021775755878457093e-02,2.360294014866932966e-02,5.595500107155206848e-01
1.000000000000000000e+00,4.020100502512563012e-01,1.616120805030176188e-01,6.496968060422819713e-02,2.611846456451384635e-02,1.160758359467184975e-01
1.000000000000000000e+00,4.120603015075376963e-01,1.697936920784828829e-01,6.996523995193766610e-02,2.882989786964265666e-02,9.651397913957162622e-01
1.000000000000000000e+00,4.221105527638190913e-01,1.781773187545769022e-01,7.521052650946964679e-02,3.174715691857010053e-02,1.226442332178870331e-01
1.000000000000000000e+00,4.321608040201004863e-01,1.867629605312997043e-01,8.071163118438076656e-02,3.488040342641580971e-02,1.746226180756719759e-01
1.000000000000000000e+00,4.422110552763819369e-01,1.955506174086513171e-01,8.647464488422772211e-02,3.824004396890472168e-02,3.873884286875949323e-01
