0.09863,0.08374,0.012159,-0.039932,-0.079848
-0.037445,-0.10616,-0.17451,-0.17926,0.30312
-0.23543,-0.31631,-0.29702,-0.23515,0.50314
-0.040418,-0.10989,-0.17746,-0.18101,0.25647
-0.27398,-0.34812,-0.30786,-0.23793,0.57836
0.24514,0.3296,0.36097,0.33494,-0.3935
-0.28019,-0.35296,-0.30934,-0.23827,0.29248
0.15718,0.17684,0.13002,0.072178,-0.1635
0.19891,0.24738,0.23087,0.1804,-0.36857
-0.54514,-0.48782,-0.33154,-0.24162,0.40805
-0.29001,-0.36046,-0.31153,-0.23875,0.48763
-0.49208,-0.47205,-0.33082,-0.2416,0.45794
0.23211,0.30599,0.32223,0.28725,-0.46808
-0.45004,-0.45556,-0.32954,-0.24152,0.38826
0.14903,0.16347,0.11203,0.054026,-0.31848
0.0081326,-0.046676,-0.1238,-0.14679,0.23056
0.22893,0.30029,0.31304,0.27615,-0.39573
-0.068471,-0.14427,-0.20328,-0.19557,0.30842
-0.508,-0.47737,-0.33112,-0.24161,0.51744
-0.19964,-0.28412,-0.28398,-0.23118,0.30447
0.17599,0.20821,0.17364,0.11767,-0.39184
0.073723,0.046212,-0.030449,-0.076227,-0.043353
0.2654,0.36698,0.4246,0.41618,-0.41416
0.19239,0.23613,0.21412,0.16169,-0.4056
-0.34587,-0.39948,-0.32111,-0.24052,0.39641
0.31844,0.46872,0.61192,0.6751,-0.51887
0.19231,0.236,0.21393,0.16149,-0.2871
-0.54945,-0.48885,-0.33157,-0.24162,0.4412
0.15692,0.17641,0.12944,0.071591,-0.16157
0.029611,-0.017206,-0.09605,-0.12719,0.17949
-0.48084,-0.46799,-0.33056,-0.24158,0.25632
-0.32888,-0.38827,-0.31867,-0.24013,0.48588
-0.39036,-0.42608,-0.32589,-0.24117,0.50259
0.11246,0.10512,0.037688,-0.017063,-0.28993
-0.18399,-0.26924,-0.27726,-0.2289,0.4165
-0.29033,-0.3607,-0.3116,-0.23876,0.57249
0.060961,0.027464,-0.050679,-0.092601,-0.14784
0.29735,0.42759,0.5337,0.56351,-0.53698
0.11826,0.11419,0.048806,-0.0068502,-0.19177
0.16343,0.18718,0.14419,0.08673,-0.1764
-0.18299,-0.26828,-0.27681,-0.22874,0.29408
-0.21237,-0.29587,-0.28898,-0.23277,0.31637
-0.47387,-0.46534,-0.33037,-0.24157,0.56322
0.1473,0.16066,0.10829,0.050291,-0.15851
0.045049,0.0045457,-0.074456,-0.1111,0.17771
0.029825,-0.016908,-0.095761,-0.12697,0.16127
0.26111,0.35899,0.41076,0.3982,-0.41305
0.31544,0.46281,0.60046,0.65845,-0.55625
0.20443,0.25698,0.24536,0.19681,-0.48001
-0.1705,-0.25603,-0.27091,-0.22661,0.39415
0.15519,0.17356,0.12557,0.067658,-0.20586
0.20421,0.2566,0.24478,0.19615,-0.29664
0.098461,0.083481,0.011855,-0.040199,-0.17658
0.23972,0.31973,0.34464,0.31468,-0.42013
0.29555,0.42413,0.52726,0.55455,-0.36645
0.13131,0.13486,0.074728,0.017541,-0.22183
-0.52955,-0.48377,-0.3314,-0.24162,0.41034
-0.23782,-0.31837,-0.29778,-0.23536,0.46293
-0.50364,-0.47597,-0.33105,-0.24161,0.32492
0.29978,0.43229,0.54246,0.57577,-0.5089
0.028868,-0.018242,-0.097054,-0.12792,0.097816
0.22434,0.29208,0.29992,0.26043,-0.63233
0.0087268,-0.045874,-0.12306,-0.14628,0.3412
0.035831,-0.0084996,-0.08752,-0.12092,0.19886
-0.014702,-0.076995,-0.15053,-0.16447,0.28796
0.27717,0.38906,0.46349,0.46756,-0.42015
0.26786,0.37158,0.43261,0.42666,-0.5223
0.12854,0.13044,0.069116,0.012193,-0.27968
-0.12654,-0.21043,-0.24634,-0.21666,0.29943
-0.1271,-0.21103,-0.24669,-0.21681,0.39736
-0.17169,-0.25721,-0.27149,-0.22683,0.58703
0.17209,0.20164,0.16434,0.10781,-0.36888
0.21295,0.2719,0.26826,0.22316,-0.18133
0.23983,0.31994,0.345,0.31511,-0.53475
0.23071,0.30348,0.31818,0.28235,-0.3288
-0.16341,-0.24894,-0.26736,-0.22528,0.3806
0.22754,0.29779,0.30904,0.27134,-0.59715
0.12637,0.127,0.06477,0.008076,0.095606
-0.18602,-0.27121,-0.27817,-0.22922,0.28829
-0.049855,-0.12163,-0.18654,-0.18628,0.16106
0.0060334,-0.049507,-0.12637,-0.14854,0.080111
0.040333,-0.0021493,-0.081203,-0.1162,0.013769
0.068067,0.037863,-0.039546,-0.08366,0.0089167
-0.079679,-0.15756,-0.21264,-0.20051,0.31381
-0.12733,-0.21128,-0.24683,-0.21687,0.55659
0.1716,0.20082,0.16319,0.10659,-0.12528
0.29931,0.43137,0.54074,0.57336,-0.44803
0.10366,0.091466,0.021281,-0.031855,-0.16382
0.10295,0.090382,0.019994,-0.033001,0.011075
0.19233,0.23602,0.21396,0.16152,-0.33844
-0.056724,-0.13007,-0.1929,-0.18988,0.21473
0.0060844,-0.049439,-0.12631,-0.1485,0.17969
0.046536,0.0066667,-0.0723,-0.10946,-0.082188
0.29653,0.426,0.53074,0.55939,-0.78037
0.0042382,-0.051921,-0.12855,-0.15002,0.087551
0.13123,0.13473,0.07456,0.01738,-0.25082
0.010595,-0.043345,-0.12075,-0.14469,0.20106
0.076991,0.051066,-0.025097,-0.0718,-0.059749
-0.46411,-0.46148,-0.33006,-0.24155,0.58271
0.22849,0.29949,0.31177,0.27462,-0.4566
